,City,Contact,Country,County,District,Formatted,Group,ID,Last Remodel,Latitude,Longitude,Opened,Region,State,Store Features,Store_Name,Stores_Open,Street,SubType,Timings,Type,Zipcode
222,Walker,(616) 784-8311,United States,Kent,136,"3248 Alpine Ave NW, Walker, MI 49544-1655",195,397,2012-06-21T12:00:00,43.021951,-85.687598,1989-07-19T12:00:00,100,MI,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Grand Rapids North,"['Monday-Friday', 'Saturday', 'Sunday']",3248 Alpine Ave NW,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,49544-1655
223,Dayton,(937) 439-9301,United States,Greene,173,"4341 Feedwire Rd, Dayton, OH 45440-3970",190,1940,2018-07-03T12:00:00,39.659006,-84.104462,2004-10-06T12:00:00,100,OH,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Sugarcreek Township,"['Monday-Friday', 'Saturday', 'Sunday']",4341 Feedwire Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45440-3970
224,Oshkosh,(920) 426-5003,United States,Winnebago,128,"1900 S Koeller St, Oshkosh, WI 54902-6153",196,807,2012-03-22T12:00:00,43.998428,-88.577638,1992-07-22T12:00:00,100,WI,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Oshkosh,"['Monday-Friday', 'Saturday', 'Sunday']",1900 S Koeller St,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,54902-6153
225,Beavercreek,(937) 431-8660,United States,Greene,173,"2490 N Fairfield Rd, Beavercreek, OH 45431-1787",190,1128,2018-10-26T12:00:00,39.76211,-84.051155,1998-07-22T12:00:00,100,OH,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Beavercreek,"['Monday-Friday', 'Saturday', 'Sunday']",2490 N Fairfield Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,45431-1787
226,Onalaska,(608) 781-8050,United States,La Crosse,111,"9400 State Road 16, Onalaska, WI 54650-8540",196,620,2012-03-22T12:00:00,43.873947,-91.193309,1990-02-21T12:00:00,100,WI,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",LaCrosse,"['Monday-Friday', 'Saturday', 'Sunday']",9400 State Road 16,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,54650-8540
229,Jackson,(517) 788-3900,United States,Jackson,148,"1076 Jackson Xing, Jackson, MI 49202-2039",195,673,2013-06-27T12:00:00,42.267183,-84.425898,1991-10-09T12:00:00,100,MI,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine & Beer Available']",Jackson,"['Monday-Friday', 'Saturday', 'Sunday']",1076 Jackson Xing,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,49202-2039
231,Appleton,(920) 749-9770,United States,Outagamie,128,"1800 S Kensington Dr, Appleton, WI 54915-4136",196,1248,2019-04-12T12:00:00,44.245862,-88.35683,2000-03-01T12:00:00,100,WI,"['CVS pharmacy', 'Drive Up', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Appleton East,"['Monday-Friday', 'Saturday', 'Sunday']",1800 S Kensington Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,54915-4136
233,Appleton,(920) 731-5566,United States,Outagamie,128,"4301 W Wisconsin Ave, Appleton, WI 54913-8605",196,238,2012-10-11T12:00:00,44.26986,-88.46903,1986-07-23T12:00:00,100,WI,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",Appleton,"['Monday-Friday', 'Saturday', 'Sunday']",4301 W Wisconsin Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,54913-8605
240,Lansing,(517) 886-9488,United States,Eaton,137,"5609 W Saginaw Hwy, Lansing, MI 48917-2456",195,616,2012-06-21T12:00:00,42.738624,-84.628522,1990-02-21T12:00:00,100,MI,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine & Beer Available']",West Lansing,"['Monday-Friday', 'Saturday', 'Sunday']",5609 W Saginaw Hwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,48917-2456
241,Lansing,(517) 882-9084,United States,Ingham,137,"500 E Edgewood Blvd, Lansing, MI 48911-5901",195,361,2012-06-21T12:00:00,42.66339,-84.54388,1989-07-19T12:00:00,100,MI,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Wine & Beer Available']",Lansing South,"['Monday-Friday', 'Saturday', 'Sunday']",500 E Edgewood Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,48911-5901
242,Mason City,(641) 423-8335,United States,Cerro Gordo,111,"3450 4th St SW, Mason City, IA 50401-1572",196,804,1996-04-10T12:00:00,43.149783,-93.253369,1992-07-22T12:00:00,100,IA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Café', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Mason City,"['Monday-Friday', 'Saturday', 'Sunday']",3450 4th St SW,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '7:00 a.m.-9:00 p.m.'}]",Store,50401-1572
244,Winona,(507) 452-7006,United States,Winona,111,"860 Mankato Ave, Winona, MN 55987-4867",196,1096,2006-10-19T12:00:00,44.031846,-91.620872,1997-10-08T12:00:00,100,MN,"['CVS pharmacy', 'Mobile Kiosk', 'Starbucks']",Winona,"['Monday-Friday', 'Saturday', 'Sunday']",860 Mankato Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,55987-4867
114,Hilliard,(614) 219-5160,United States,Franklin,173,"1970 Hilliard Rome Rd, Hilliard, OH 43026-7566",190,2358,2011-10-06T12:00:00,39.990764,-83.149457,2007-10-10T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine, Beer, & Spirits Available']",Columbus Far SW,"['Monday-Friday', 'Saturday', 'Sunday']",1970 Hilliard Rome Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,43026-7566
117,Hilliard,(614) 876-5530,United States,Franklin,173,"4211 Trueman Blvd, Hilliard, OH 43026-2480",190,1969,2018-10-26T12:00:00,40.038055,-83.123237,2005-07-20T12:00:00,100,OH,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",Hilliard,"['Monday-Friday', 'Saturday', 'Sunday']",4211 Trueman Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,43026-2480
121,Powell,(614) 356-4366,United States,Delaware,173,"10560 Sawmill Pky, Powell, OH 43065-7699",190,2851,null,40.143117,-83.094907,2014-10-08T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Powell,"['Monday-Friday', 'Saturday', 'Sunday']",10560 Sawmill Pky,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,43065-7699
122,Dublin,(614) 798-8160,United States,Franklin,173,"6000 Sawmill Rd, Dublin, OH 43017-1626",190,666,2011-07-21T12:00:00,40.090208,-83.089989,1991-10-09T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",Columbus NW,"['Monday-Friday', 'Saturday', 'Sunday']",6000 Sawmill Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,43017-1626
127,Grove City,(614) 305-3954,United States,Franklin,169,"4144 Buckeye Pkwy, Grove City, OH 43123-8175",190,2070,2011-10-06T12:00:00,39.876607,-83.037458,2007-10-10T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Grove City,"['Monday-Friday', 'Saturday', 'Sunday']",4144 Buckeye Pkwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,43123-8175
128,Columbus,(614) 298-1070,United States,Franklin,169,"1717 Olentangy River Rd, Columbus, OH 43212-1452",190,1058,2017-07-06T12:00:00,39.993456,-83.026919,1997-03-05T12:00:00,100,OH,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Columbus Central,"['Monday-Friday', 'Saturday', 'Sunday']",1717 Olentangy River Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,43212-1452
130,Columbus,(614) 781-1978,United States,Franklin,173,"55 Graceland Blvd, Columbus, OH 43214-7508",190,1978,2018-07-20T12:00:00,40.065417,-83.020761,2005-07-20T12:00:00,100,OH,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Graceland,"['Monday-Friday', 'Saturday', 'Sunday']",55 Graceland Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,43214-7508
132,Columbus,(614) 384-5413,United States,Franklin,169,"1892 N. High St, Columbus, OH 43201",190,3244,null,40.001016,-83.008056,2018-07-18T12:00:00,100,OH,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Columbus Ohio State U,"['Monday-Friday', 'Saturday', 'Sunday']",1892 N. High St,TargetExpress,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,43201
135,Columbus,(614) 430-5585,United States,Delaware,173,"1485 Polaris Pkwy, Columbus, OH 43240-2041",190,1236,2013-03-21T12:00:00,40.138804,-82.97916,1999-10-06T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Polaris,"['Monday-Friday', 'Saturday', 'Sunday']",1485 Polaris Pkwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,43240-2041
139,Columbus,(614) 471-2154,United States,Franklin,169,"4199 Morse Xing, Columbus, OH 43219-6015",190,1072,2011-06-02T12:00:00,40.05613,-82.920862,1997-07-23T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Columbus NE,"['Monday-Friday', 'Saturday', 'Sunday']",4199 Morse Xing,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,43219-6015
142,Holland,(419) 866-9088,United States,Lucas,148,"1465 E Mall Dr, Holland, OH 43528-9490",195,624,2000-07-20T12:00:00,41.615312,-83.695221,1990-02-21T12:00:00,100,OH,"['Cafe-Pizza', 'Drive Up', 'Mobile Kiosk', 'Photo Lab']",Toledo W,"['Monday-Friday', 'Saturday', 'Sunday']",1465 E Mall Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,43528-9490
144,Whitehall,(614) 236-1409,United States,Franklin,169,"3955 E Broad St, Whitehall, OH 43213-1130",190,1972,2011-10-06T12:00:00,39.971383,-82.89574,2005-03-02T12:00:00,100,OH,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Starbucks']",Whitehall,"['Monday-Friday', 'Saturday', 'Sunday']",3955 E Broad St,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,43213-1130
146,Rossford,(419) 872-8310,United States,Wood,148,"9666 Olde US 20, Rossford, OH 43460-1710",195,1317,2018-10-26T12:00:00,41.543181,-83.580605,2001-03-07T12:00:00,100,OH,"['Beer Available', 'CVS pharmacy', 'Café', 'Drive Up', 'Optical']",Toledo SE,"['Monday-Friday', 'Saturday', 'Sunday']",9666 Olde US 20,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,43460-1710
153,Toledo,(419) 843-3441,United States,Lucas,148,"5225 Monroe St, Toledo, OH 43623-3139",195,623,2018-04-27T12:00:00,41.699627,-83.653767,1990-07-25T12:00:00,100,OH,"['CVS pharmacy', 'Drive Up', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",Toledo NW,"['Monday-Friday', 'Saturday', 'Sunday']",5225 Monroe St,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,43623-3139
154,Reynoldsburg,(614) 655-5001,United States,Fairfield,169,"2437 Taylor Park Dr, Reynoldsburg, OH 43068-8036",190,2450,2011-10-06T12:00:00,39.934578,-82.792794,2009-03-04T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Reynoldsburg,"['Monday-Friday', 'Saturday', 'Sunday']",2437 Taylor Park Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,43068-8036
155,Reynoldsburg,(614) 322-9594,United States,Franklin,169,"8100 E Broad St, Reynoldsburg, OH 43068-8019",190,2086,2011-10-06T12:00:00,39.988048,-82.785363,2005-10-05T12:00:00,100,OH,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine, Beer, & Spirits Available']",Columbus East,"['Monday-Friday', 'Saturday', 'Sunday']",8100 E Broad St,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,43068-8019
160,Toledo,(419) 478-0559,United States,Lucas,148,"817 W Alexis Rd, Toledo, OH 43612-4303",195,622,2000-04-13T12:00:00,41.720484,-83.560917,1990-02-21T12:00:00,100,OH,"['Café', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",Toledo NE,"['Monday-Friday', 'Saturday', 'Sunday']",817 W Alexis Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,43612-4303
165,Lancaster,(740) 681-1012,United States,Fairfield,169,"1300 River Valley Blvd, Lancaster, OH 43130-1649",190,990,null,39.73069,-82.621404,1995-07-19T12:00:00,100,OH,"['CVS pharmacy', 'Café', 'Drive Up', 'Photo Lab']",Lancaster,"['Monday-Friday', 'Saturday', 'Sunday']",1300 River Valley Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,43130-1649
168,Heath,(740) 788-8600,United States,Licking,169,"270 Airport Pkwy, Heath, OH 43056-1278",190,989,2011-10-06T12:00:00,40.032324,-82.451051,1995-07-19T12:00:00,100,OH,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Photo Lab']",Heath,"['Monday-Friday', 'Saturday', 'Sunday']",270 Airport Pkwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,43056-1278
169,Mansfield,(419) 747-1313,United States,Richland,171,"2205 Walker Lake Rd, Mansfield, OH 44903-6519",190,1381,2007-07-13T12:00:00,40.786265,-82.594287,2001-10-10T12:00:00,100,OH,"['CVS pharmacy', 'Café', 'Drive Up', 'Optical']",Mansfield,"['Monday-Friday', 'Saturday', 'Sunday']",2205 Walker Lake Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,44903-6519
174,Ann Arbor,(734) 996-0700,United States,Washtenaw,148,"2000 Waters Rd, Ann Arbor, MI 48103-8999",195,634,2014-07-07T12:00:00,42.244007,-83.769179,1990-10-10T12:00:00,100,MI,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Ann Arbor,"['Monday-Friday', 'Saturday', 'Sunday']",2000 Waters Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,48103-8999
177,Ypsilanti,(734) 975-4396,United States,Washtenaw,148,"3749 Carpenter Rd, Ypsilanti, MI 48197-9809",195,1285,2018-07-03T12:00:00,42.235442,-83.677315,2000-10-04T12:00:00,100,MI,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Ann Arbor East,"['Monday-Friday', 'Saturday', 'Sunday']",3749 Carpenter Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,48197-9809
183,Sandusky,(419) 609-3340,United States,Erie,174,"4020 Milan Rd, Sandusky, OH 44870-5892",190,2159,null,41.420935,-82.672811,2006-07-19T12:00:00,100,OH,"['CVS pharmacy', 'Café', 'Mobile Kiosk', 'Starbucks']",Sandusky,"['Monday-Friday', 'Saturday', 'Sunday']",4020 Milan Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,44870-5892
187,Okemos,(517) 347-0700,United States,Ingham,137,"4890 Marsh Rd, Okemos, MI 48864-1123",195,365,2012-03-22T12:00:00,42.724329,-84.413321,1989-02-15T12:00:00,100,MI,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",East Lansing,"['Monday-Friday', 'Saturday', 'Sunday']",4890 Marsh Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,48864-1123
188,Canton,(734) 714-2012,United States,Wayne,148,"47330 Michigan Ave, Canton, MI 48188-2310",195,2415,2013-10-10T12:00:00,42.269635,-83.502964,2008-03-05T12:00:00,100,MI,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Canton South,"['Monday-Friday', 'Saturday', 'Sunday']",47330 Michigan Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,48188-2310
191,Woodhaven,(734) 692-7200,United States,Wayne,148,"23555 Allen Rd, Woodhaven, MI 48183-3381",195,923,2013-06-27T12:00:00,42.137729,-83.224591,1994-10-05T12:00:00,100,MI,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Woodhaven,"['Monday-Friday', 'Saturday', 'Sunday']",23555 Allen Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,48183-3381
192,Canton,(734) 454-1133,United States,Wayne,148,"43670 Ford Rd, Canton, MI 48187-3101",195,354,2013-03-21T12:00:00,42.323465,-83.471554,1989-02-15T12:00:00,100,MI,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Canton,"['Monday-Friday', 'Saturday', 'Sunday']",43670 Ford Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,48187-3101
